Date/Time	Latitude_N	Longitude_E	SWD [W/m**2]	PAR down above surface W/m2	PAR just below surf (W/m2)	PAR just below surface (µmol)
2015-06-10T12:25	81.8129	13.4839	398	187.06	215.49312	989.1134208
2015-06-10T12:35	81.8122	13.4806	354	166.38	191.66976	879.7641984
2015-06-10T12:45	81.8114	13.4768	345	162.15	186.7968	857.397312
2015-06-10T12:55	81.8104	13.4608	327	153.69	177.05088	812.6635392
2015-06-10T13:05	81.8131	13.5404	324	152.28	175.42656	805.2079104
2015-06-10T13:15	81.8157	13.6031	294	138.18	159.18336	730.6516224
2015-06-10T13:25	81.8155	13.603	268	125.96	145.10592	666.0361728
2015-06-10T13:35	81.8147	13.598	264	124.08	142.94016	656.0953344
2015-06-10T13:45	81.8139	13.5924	258	121.26	139.69152	641.1840768
2015-06-10T13:55	81.8131	13.5864	261	122.67	141.31584	648.6397056
2015-06-10T14:05	81.8122	13.5802	255	119.85	138.0672	633.728448
2015-06-10T14:15	81.8114	13.5738	246	115.62	133.19424	611.3615616
2015-06-10T14:25	81.8099	13.5621	270	126.9	146.1888	671.006592
2015-06-10T14:35	81.8097	13.5616	277	130.19	149.97888	688.4030592
2015-06-10T14:45	81.8097	13.5644	265	124.55	143.4816	658.580544
2015-06-10T14:55	81.8088	13.5569	264	124.08	142.94016	656.0953344
2015-06-10T15:05	81.8079	13.5493	274	128.78	148.35456	680.9474304
2015-06-10T15:15	81.807	13.5416	302	141.94	163.51488	750.5332992
2015-06-10T15:25	81.8061	13.5336	294	138.18	159.18336	730.6516224
2015-06-10T15:35	81.8053	13.5253	267	125.49	144.56448	663.5509632
2015-06-10T15:45	81.8044	13.517	254	119.38	137.52576	631.2432384
2015-06-10T15:55	81.8036	13.5084	232	109.04	125.61408	576.5686272
2015-06-10T16:05	81.8027	13.4996	208	97.76	112.61952	516.9235968
2015-06-10T16:15	81.8019	13.4907	209	98.23	113.16096	519.4088064
2015-06-10T16:25	81.8011	13.4814	250	117.5	135.36	621.3024
2015-06-10T16:35	81.8004	13.4721	247	116.09	133.73568	613.8467712
2015-06-10T16:45	81.7994	13.4596	279	131.13	151.06176	693.3734784
2015-06-10T16:55	81.7987	13.45	314	147.58	170.01216	780.3558144
2015-06-10T17:05	81.798	13.4403	331	155.57	179.21664	822.6043776
2015-06-10T17:15	81.7975	13.4317	231	108.57	125.07264	574.0834176
2015-06-10T17:25	81.8047	13.4534	172	80.84	93.12768	427.4560512
2015-06-10T17:35	81.8215	13.4795	170	79.9	92.0448	422.485632
2015-06-10T17:45	81.8354	13.5179	179	84.13	96.91776	444.8525184
2015-06-10T17:55	81.8474	13.5703	201	94.47	108.82944	499.5271296
2015-06-10T18:05	81.8476	13.5851	199	93.53	107.74656	494.5567104
2015-06-10T18:15	81.8473	13.5746	165	77.55	89.3376	410.059584
2015-06-10T18:25	81.8521	13.5715	156	73.32	84.46464	387.6926976
2015-06-10T18:35	81.8594	13.5533	184	86.48	99.62496	457.2785664
2015-06-10T18:45	81.8702	13.5855	213	100.11	115.32672	529.3496448
2015-06-10T18:55	81.8771	13.655	283	133.01	153.22752	703.3143168
2015-06-10T19:05	81.8767	13.7554	224	105.28	121.28256	556.6869504
2015-06-10T19:15	81.8864	13.7615	152	71.44	82.29888	377.7518592
2015-06-10T19:25	81.9029	13.7517	109	51.23	59.01696	270.8878464
2015-06-10T19:35	81.9145	13.8003	121	56.87	65.51424	300.7103616
2015-06-10T19:45	81.9124	13.878	151	70.97	81.75744	375.2666496
2015-06-10T19:55	81.9117	13.8821	142	66.74	76.88448	352.8997632
2015-06-10T20:05	81.9123	13.867	136	63.92	73.63584	337.9885056
2015-06-10T20:15	81.9138	13.92	130	61.1	70.3872	323.077248
2015-06-10T20:25	81.9216	13.9323	123	57.81	66.59712	305.6807808
2015-06-10T20:35	81.9224	13.9277	110	51.7	59.5584	273.373056
2015-06-10T20:45	81.9252	13.9624	101	47.47	54.68544	251.0061696
2015-06-10T20:55	81.9379	14.0288	92	43.24	49.81248	228.6392832
2015-06-10T21:05	81.948	14.0831	97	45.59	52.51968	241.0653312
2015-06-10T21:15	81.9632	14.137	102	47.94	55.22688	253.4913792
2015-06-10T21:25	81.98	14.1826	108	50.76	58.47552	268.4026368
2015-06-10T21:35	81.9845	14.2217	111	52.17	60.09984	275.8582656
2015-06-10T21:45	81.9846	14.2229	111	52.17	60.09984	275.8582656
2015-06-10T21:55	81.9832	14.2477	108	50.76	58.47552	268.4026368
2015-06-10T22:05	81.9788	14.3417	105	49.35	56.8512	260.947008
2015-06-10T22:15	81.9691	14.4098	98	46.06	53.06112	243.5505408
2015-06-10T22:25	81.9639	14.513	98	46.06	53.06112	243.5505408
2015-06-10T22:35	81.9717	14.5915	92	43.24	49.81248	228.6392832
2015-06-10T22:45	81.9875	14.5368	92	43.24	49.81248	228.6392832
2015-06-10T22:55	81.997	14.48	93	43.71	50.35392	231.1244928
2015-06-10T23:05	82.0107	14.4653	96	45.12	51.97824	238.5801216
2015-06-10T23:15	82.02	14.507		0	0	0
2015-06-10T23:25	82.0169	14.5847		0	0	0
2015-06-10T23:35	82.0092	14.689		0	0	0
2015-06-10T23:45	82.008	14.8058		0	0	0
2015-06-10T23:55	82.0093	14.9132		0	0	0
2015-06-11T00:05	82.0078	15.0235		0	0	0
2015-06-11T00:15	82.008	15.1163		0	0	0
2015-06-11T00:25	82.0166	15.1973	133	62.51	72.01152	330.5328768
2015-06-11T00:35	82.0261	15.2086	139	65.33	75.26016	345.4441344
2015-06-11T00:45	82.03	15.2406	150	70.5	81.216	372.78144
2015-06-11T00:55	82.0318	15.2655	170	79.9	92.0448	422.485632
2015-06-11T01:05	82.0315	15.2636	146	68.62	79.05024	362.8406016
2015-06-11T01:15	82.0316	15.263	103	48.41	55.76832	255.9765888
2015-06-11T01:25	82.0358	15.2539	93	43.71	50.35392	231.1244928
2015-06-11T01:35	82.0351	15.2464	114	53.58	61.72416	283.3138944
2015-06-11T01:45	82.035	15.1549	128	60.16	69.30432	318.1068288
2015-06-11T01:55	82.0334	15.1074	130	61.1	70.3872	323.077248
2015-06-11T02:05	82.0188	15.1308	139	65.33	75.26016	345.4441344
2015-06-11T02:15	82.0048	15.0855	132	62.04	71.47008	328.0476672
2015-06-11T02:25	82.0001	14.9831	130	61.1	70.3872	323.077248
2015-06-11T02:35	82.0001	14.8706	131	61.57	70.92864	325.5624576
2015-06-11T02:45	81.9982	14.7437	132	62.04	71.47008	328.0476672
2015-06-11T02:55	81.9981	14.6251	143	67.21	77.42592	355.3849728
2015-06-11T03:05	81.9983	14.5067	108	50.76	58.47552	268.4026368
2015-06-11T03:15	81.9792	14.4767	117	54.99	63.34848	290.7695232
2015-06-11T03:25	81.9668	14.3934	122	57.34	66.05568	303.1955712
2015-06-11T03:35	81.956	14.3003	120	56.4	64.9728	298.225152
2015-06-11T03:45	81.9553	14.2024	137	64.39	74.17728	340.4737152
2015-06-11T03:55	81.9618	14.0887	165	77.55	89.3376	410.059584
2015-06-11T04:05	81.9614	13.9747	145	68.15	78.5088	360.355392
2015-06-11T04:15	81.9491	13.8517	150	70.5	81.216	372.78144
2015-06-11T04:25	81.9462	13.8533	165	77.55	89.3376	410.059584
2015-06-11T04:35	81.9491	13.8577	153	71.91	82.84032	380.2370688
2015-06-11T04:45	81.9494	13.8494	146	68.62	79.05024	362.8406016
2015-06-11T04:55	81.9494	13.8456	166	78.02	89.87904	412.5447936
2015-06-11T05:05	81.9496	13.8461	173	81.31	93.66912	429.9412608
2015-06-11T05:15	81.95	13.8388	156	73.32	84.46464	387.6926976
2015-06-11T05:25	81.95	13.8348	119	55.93	64.43136	295.7399424
2015-06-11T05:35	81.95	13.8312	147	69.09	79.59168	365.3258112
2015-06-11T05:45	81.9499	13.8288	246	115.62	133.19424	611.3615616
2015-06-11T05:55	81.9498	13.825	248	116.56	134.27712	616.3319808
2015-06-11T06:05	81.9495	13.8152	257	120.79	139.15008	638.6988672
2015-06-11T06:15	81.9481	13.7986	307	144.29	166.22208	762.9593472
2015-06-11T06:25	81.947	13.7886	319	149.93	172.71936	792.7818624
2015-06-11T06:35	81.9466	13.7758	290	136.3	157.0176	720.710784
2015-06-11T06:45	81.9458	13.7656	226	106.22	122.36544	561.6573696
2015-06-11T06:55	81.9455	13.7615	290	136.3	157.0176	720.710784
2015-06-11T07:05	81.9448	13.7556	254	119.38	137.52576	631.2432384
2015-06-11T07:15	81.9444	13.7508	294	138.18	159.18336	730.6516224
2015-06-11T07:25	81.9435	13.7452	313	147.11	169.47072	777.8706048
2015-06-11T07:35	81.9431	13.7408	281	132.07	152.14464	698.3438976
2015-06-11T07:45	81.9428	13.7389	388	182.36	210.07872	964.2613248
2015-06-11T07:55	81.9421	13.7335	332	156.04	179.75808	825.0895872
2015-06-11T08:05	81.9414	13.7279	415	195.05	224.6976	1031.361984
2015-06-11T08:15	81.9401	13.7206	440	206.8	238.2336	1093.492224
2015-06-11T08:25	81.9398	13.7185	396	186.12	214.41024	984.1430016
2015-06-11T08:35	81.9394	13.7139	472	221.84	255.55968	1173.018931
2015-06-11T08:45	81.9385	13.7068	450	211.5	243.648	1118.34432
2015-06-11T08:55	81.9377	13.6987	579	272.13	313.49376	1438.936358
2015-06-11T09:05	81.9377	13.6942	517	242.99	279.92448	1284.853363
2015-06-11T09:15	81.9371	13.6889	596	280.12	322.69824	1481.184922
2015-06-11T09:25	81.9369	13.6843	491	230.77	265.84704	1220.237914
2015-06-11T09:35	81.9362	13.6807	538	252.86	291.29472	1337.042765
2015-06-11T09:45	81.9342	13.6751	540	253.8	292.3776	1342.013184
2015-06-11T09:55	81.9332	13.6702	535	251.45	289.6704	1329.587136
2015-06-11T10:05	81.9323	13.6657	517	242.99	279.92448	1284.853363
2015-06-11T10:15	81.9312	13.6591	492	231.24	266.38848	1222.723123
2015-06-11T10:25	81.9293	13.651	602	282.94	325.94688	1496.096179
2015-06-11T10:35	81.9275	13.6431	470	220.9	254.4768	1168.048512
2015-06-11T10:45	81.926	13.6355	289	135.83	156.47616	718.2255744
2015-06-11T10:55	81.9249	13.6315	276	129.72	149.43744	685.9178496
2015-06-11T11:05	81.9251	13.634	295	138.65	159.7248	733.136832
2015-06-11T11:15	81.9253	13.6356	298	140.06	161.34912	740.5924608
2015-06-11T11:25	81.9242	13.6281	280	131.6	151.6032	695.858688
2015-06-11T11:35	81.9226	13.6204	336	157.92	181.92384	835.0304256
2015-06-11T11:45	81.9224	13.6161	427	200.69	231.19488	1061.184499
2015-06-11T11:55	81.9205	13.6074	389	182.83	210.62016	966.7465344
2015-06-11T12:05	81.9208	13.6031	407	191.29	220.36608	1011.480307
2015-06-11T12:15	81.9344	13.6475	470	220.9	254.4768	1168.048512
2015-06-11T12:25	81.9438	13.6049	341	160.27	184.63104	847.4564736
2015-06-11T12:35	81.94	13.5819	332	156.04	179.75808	825.0895872
2015-06-11T12:45	81.9387	13.5714	416	195.52	225.23904	1033.847194
2015-06-11T12:55	81.9371	13.5682	377	177.19	204.12288	936.9240192
2015-06-11T13:05	81.9358	13.5607	411	193.17	222.53184	1021.421146
2015-06-11T13:15	81.9344	13.5529	412	193.64	223.07328	1023.906355
2015-06-11T13:25	81.933	13.5451	464	218.08	251.22816	1153.137254
2015-06-11T13:35	81.9316	13.5368	440	206.8	238.2336	1093.492224
2015-06-11T13:45	81.9302	13.5285	474	222.78	256.64256	1177.98935
2015-06-11T13:55	81.9288	13.5202	482	226.54	260.97408	1197.871027
2015-06-11T14:05	81.9273	13.5121	482	226.54	260.97408	1197.871027
2015-06-11T14:15	81.9258	13.5042	495	232.65	268.0128	1230.178752
2015-06-11T14:25	81.9243	13.4963	509	239.23	275.59296	1264.971686
2015-06-11T14:35	81.9228	13.4881	505	237.35	273.4272	1255.030848
2015-06-11T14:45	81.9213	13.4796	508	238.76	275.05152	1262.486477
2015-06-11T14:55	81.9198	13.4712	514	241.58	278.30016	1277.397734
2015-06-11T15:05	81.9183	13.4626	516	242.52	279.38304	1282.368154
2015-06-11T15:15	81.9168	13.4536	508	238.76	275.05152	1262.486477
2015-06-11T15:25	81.9153	13.4444	503	236.41	272.34432	1250.060429
2015-06-11T15:35	81.9138	13.4349	486	228.42	263.13984	1207.811866
2015-06-11T15:45	81.9122	13.4254	484	227.48	262.05696	1202.841446
2015-06-11T15:55	81.9107	13.4154	482	226.54	260.97408	1197.871027
2015-06-11T16:05	81.9093	13.4036	466	219.02	252.31104	1158.107674
2015-06-11T16:15	81.9078	13.3926	442	207.74	239.31648	1098.462643
2015-06-11T16:25	81.9063	13.3827	439	206.33	237.69216	1091.007014
2015-06-11T16:35	81.9048	13.3729	466	219.02	252.31104	1158.107674
2015-06-11T16:45	81.9032	13.3631	443	208.21	239.85792	1100.947853
2015-06-11T16:55	81.9016	13.3533	423	198.81	229.02912	1051.243661
2015-06-11T17:05	81.9	13.3435	374	175.78	202.49856	929.4683904
2015-06-11T17:15	81.8984	13.3336	296	139.12	160.26624	735.6220416
2015-06-11T17:25	81.8968	13.3238	274	128.78	148.35456	680.9474304
2015-06-11T17:35	81.8952	13.3141	220	103.4	119.1168	546.746112
2015-06-11T17:45	81.8936	13.3043	203	95.41	109.91232	504.4975488
2015-06-11T17:55	81.8921	13.2944	223	104.81	120.74112	554.2017408
2015-06-11T18:05	81.8905	13.2845	243	114.21	131.56992	603.9059328
2015-06-11T18:15	81.8889	13.2745	236	110.92	127.77984	586.5094656
2015-06-11T18:25	81.8873	13.2642	234	109.98	126.69696	581.5390464
2015-06-11T18:35	81.8857	13.254	227	106.69	122.90688	564.1425792
2015-06-11T18:45	81.8842	13.2437	211	99.17	114.24384	524.3792256
2015-06-11T18:55	81.8826	13.2333	213	100.11	115.32672	529.3496448
2015-06-11T19:05	81.8811	13.2228	207	97.29	112.07808	514.4383872
2015-06-11T19:15	81.8796	13.2124	218	102.46	118.03392	541.7756928
2015-06-11T19:25	81.8781	13.2021	227	106.69	122.90688	564.1425792
2015-06-11T19:35	81.8766	13.1916	233	109.51	126.15552	579.0538368
2015-06-11T19:45	81.8752	13.1812	236	110.92	127.77984	586.5094656
2015-06-11T19:55	81.8737	13.1708	250	117.5	135.36	621.3024
2015-06-11T20:05	81.8723	13.1606	252	118.44	136.44288	626.2728192
2015-06-11T20:15	81.8708	13.1502	245	115.15	132.6528	608.876352
2015-06-11T20:25	81.8694	13.1397	263	123.61	142.39872	653.6101248
2015-06-11T20:35	81.8679	13.1295	255	119.85	138.0672	633.728448
2015-06-11T20:45	81.8665	13.1191	259	121.73	140.23296	643.6692864
2015-06-11T20:55	81.8651	13.1088	228	107.16	123.44832	566.6277888
2015-06-11T21:05	81.8637	13.0985	237	111.39	128.32128	588.9946752
2015-06-11T21:15	81.8623	13.0883	261	122.67	141.31584	648.6397056
2015-06-11T21:25	81.8608	13.0781	301	141.47	162.97344	748.0480896
2015-06-11T21:35	81.8593	13.0678	289	135.83	156.47616	718.2255744
2015-06-11T21:45	81.8579	13.0574	325	152.75	175.968	807.69312
2015-06-11T21:55	81.8564	13.0467	371	174.37	200.87424	922.0127616
2015-06-11T22:05	81.855	13.0364	347	163.09	187.87968	862.3677312
2015-06-11T22:15	81.8536	13.026	334	156.98	180.84096	830.0600064
2015-06-11T22:25	81.8521	13.0154	264	124.08	142.94016	656.0953344
2015-06-11T22:35	81.8507	13.0051	182	85.54	98.54208	452.3081472
2015-06-11T22:45	81.8493	12.995	203	95.41	109.91232	504.4975488
2015-06-11T22:55	81.8479	12.9845	297	139.59	160.80768	738.1072512
2015-06-11T23:05	81.8465	12.9739	323	151.81	174.88512	802.7227008
2015-06-11T23:15	81.8451	12.9634	245	115.15	132.6528	608.876352
2015-06-11T23:25	81.8437	12.9531	241	113.27	130.48704	598.9355136
2015-06-11T23:35	81.8423	12.9424	327	153.69	177.05088	812.6635392
2015-06-11T23:45	81.8408	12.9319	289	135.83	156.47616	718.2255744
2015-06-11T23:55	81.8394	12.9213	306	143.82	165.68064	760.4741376
2015-06-12T00:05	81.838	12.9107	304	142.88	164.59776	755.5037184
2015-06-12T00:15	81.8366	12.9001	331	155.57	179.21664	822.6043776
2015-06-12T00:25	81.8352	12.8895	306	143.82	165.68064	760.4741376
2015-06-12T00:35	81.8338	12.879	242	113.74	131.02848	601.4207232
2015-06-12T00:45	81.8325	12.8688	205	96.35	110.9952	509.467968
2015-06-12T00:55	81.8311	12.8586	289	135.83	156.47616	718.2255744
2015-06-12T01:05	81.8297	12.8487	251	117.97	135.90144	623.7876096
2015-06-12T01:15	81.8284	12.8389	243	114.21	131.56992	603.9059328
2015-06-12T01:25	81.8271	12.8292	254	119.38	137.52576	631.2432384
2015-06-12T01:35	81.8257	12.8197	222	104.34	120.19968	551.7165312
2015-06-12T01:45	81.8244	12.8101	229	107.63	123.98976	569.1129984
2015-06-12T01:55	81.8231	12.8004	305	143.35	165.1392	757.988928
2015-06-12T02:05	81.8217	12.7905	256	120.32	138.60864	636.2136576
2015-06-12T02:15	81.8203	12.7806	209	98.23	113.16096	519.4088064
2015-06-12T02:25	81.819	12.7706	147	69.09	79.59168	365.3258112
2015-06-12T02:35	81.8176	12.7604	158	74.26	85.54752	392.6631168
2015-06-12T02:45	81.8162	12.7503	185	86.95	100.1664	459.763776
2015-06-12T02:55	81.8149	12.7406	196	92.12	106.12224	487.1010816
2015-06-12T03:05	81.8135	12.7308	183	86.01	99.08352	454.7933568
2015-06-12T03:15	81.8122	12.7212	175	82.25	94.752	434.91168
2015-06-12T03:25	81.8108	12.7119	183	86.01	99.08352	454.7933568
2015-06-12T03:35	81.8094	12.7026	201	94.47	108.82944	499.5271296
2015-06-12T03:45	81.808	12.6934	206	96.82	111.53664	511.9531776
2015-06-12T03:55	81.8066	12.6842	208	97.76	112.61952	516.9235968
2015-06-12T04:05	81.8052	12.6752	219	102.93	118.57536	544.2609024
2015-06-12T04:15	81.8038	12.6663	225	105.75	121.824	559.17216
2015-06-12T04:25	81.8023	12.6572	211	99.17	114.24384	524.3792256
2015-06-12T04:35	81.8009	12.6483	193	90.71	104.49792	479.6454528
2015-06-12T04:45	81.7995	12.6395	183	86.01	99.08352	454.7933568
2015-06-12T04:55	81.7981	12.6306	311	146.17	168.38784	772.9001856
2015-06-12T05:05	81.7966	12.6217	370	173.9	200.3328	919.527552
2015-06-12T05:15	81.7952	12.6127	430	202.1	232.8192	1068.640128
2015-06-12T05:25	81.7937	12.6037	436	204.92	236.06784	1083.551386
2015-06-12T05:35	81.7923	12.5948	445	209.15	240.9408	1105.918272
2015-06-12T05:45	81.7908	12.5858	279	131.13	151.06176	693.3734784
2015-06-12T05:55	81.7893	12.5769	330	155.1	178.6752	820.119168
2015-06-12T06:05	81.7879	12.5682	346	162.62	187.33824	859.8825216
2015-06-12T06:15	81.7864	12.5594	445	209.15	240.9408	1105.918272
2015-06-12T06:25	81.7849	12.5509	390	183.3	211.1616	969.231744
2015-06-12T06:35	81.7834	12.5425	292	137.24	158.10048	725.6812032
2015-06-12T06:45	81.7819	12.5341	358	168.26	193.83552	889.7050368
2015-06-12T06:55	81.7804	12.5255	230	108.1	124.5312	571.598208
2015-06-12T07:05	81.7788	12.517	202	94.94	109.37088	502.0123392
2015-06-12T07:15	81.7773	12.5087	127	59.69	68.76288	315.6216192
2015-06-12T07:25	81.7758	12.5002	150	70.5	81.216	372.78144
2015-06-12T07:35	81.7743	12.4917	295	138.65	159.7248	733.136832
2015-06-12T07:45	81.7728	12.4833	322	151.34	174.34368	800.2374912
2015-06-12T07:55	81.7713	12.4752	261	122.67	141.31584	648.6397056
2015-06-12T08:05	81.7698	12.4671	329	154.63	178.13376	817.6339584
2015-06-12T08:15	81.7683	12.4592	255	119.85	138.0672	633.728448
2015-06-12T08:25	81.7668	12.4512	487	228.89	263.68128	1210.297075
2015-06-12T08:35	81.7654	12.4422	304	142.88	164.59776	755.5037184
2015-06-12T08:45	81.764	12.434	456	214.32	246.89664	1133.255578
2015-06-12T08:55	81.7626	12.4255	511	240.17	276.67584	1269.942106
2015-06-12T09:05	81.7612	12.4173	523	245.81	283.17312	1299.764621
2015-06-12T09:15	81.7597	12.4092	508	238.76	275.05152	1262.486477
2015-06-12T09:25	81.7583	12.4011	480	225.6	259.8912	1192.900608
2015-06-12T09:35	81.7569	12.3929	494	232.18	267.47136	1227.693542
2015-06-12T09:45	81.7555	12.3846	540	253.8	292.3776	1342.013184
2015-06-12T09:55	81.7541	12.3762	534	250.98	289.12896	1327.101926
2015-06-12T10:05	81.7527	12.3679	537	252.39	290.75328	1334.557555
2015-06-12T10:15	81.7513	12.3593	544	255.68	294.54336	1351.954022
2015-06-12T10:25	81.7499	12.3508	510	239.7	276.1344	1267.456896
2015-06-12T10:35	81.7486	12.3421	494	232.18	267.47136	1227.693542
2015-06-12T10:45	81.7472	12.3334	465	218.55	251.7696	1155.622464
2015-06-12T10:55	81.7459	12.3246	454	213.38	245.81376	1128.285158
2015-06-12T11:05	81.7445	12.3157	344	161.68	186.25536	854.9121024
2015-06-12T11:15	81.7431	12.3068	309	145.23	167.30496	767.9297664
2015-06-12T11:25	81.7418	12.2979	307	144.29	166.22208	762.9593472
2015-06-12T11:35	81.7405	12.2891	299	140.53	161.89056	743.0776704
2015-06-12T11:45	81.7391	12.28	239	112.33	129.40416	593.9650944
2015-06-12T11:55	81.7378	12.2707	224	105.28	121.28256	556.6869504
2015-06-12T12:05	81.7365	12.2615	329	154.63	178.13376	817.6339584
2015-06-12T12:15	81.7352	12.2522	380	178.6	205.7472	944.379648
2015-06-12T12:25	81.7338	12.2428	366	172.02	198.16704	909.5867136
2015-06-12T12:35	81.7325	12.2334	377	177.19	204.12288	936.9240192
2015-06-12T12:45	81.7312	12.2237	352	165.44	190.58688	874.7937792
2015-06-12T12:55	81.7299	12.2139	332	156.04	179.75808	825.0895872
2015-06-12T13:05	81.7286	12.2041	325	152.75	175.968	807.69312
2015-06-12T13:15	81.7273	12.1939	321	150.87	173.80224	797.7522816
2015-06-12T13:25	81.726	12.1836	306	143.82	165.68064	760.4741376
2015-06-12T13:35	81.7248	12.1734	287	134.89	155.39328	713.2551552
2015-06-12T13:45	81.7235	12.1631	284	133.48	153.76896	705.7995264
2015-06-12T13:55	81.7222	12.1527	270	126.9	146.1888	671.006592
2015-06-12T14:05	81.7209	12.1421	328	154.16	177.59232	815.1487488
2015-06-12T14:15	81.7196	12.1314	312	146.64	168.92928	775.3853952
2015-06-12T14:25	81.7183	12.1204	274	128.78	148.35456	680.9474304
2015-06-12T14:35	81.717	12.1097	281	132.07	152.14464	698.3438976
2015-06-12T14:45	81.7157	12.0986	272	127.84	147.27168	675.9770112
2015-06-12T14:55	81.7143	12.0875	342	160.74	185.17248	849.9416832
2015-06-12T15:05	81.713	12.0762	332	156.04	179.75808	825.0895872
2015-06-12T15:15	81.7116	12.065	250	117.5	135.36	621.3024
2015-06-12T15:25	81.7102	12.0537	265	124.55	143.4816	658.580544
2015-06-12T15:35	81.7088	12.0425	315	148.05	170.5536	782.841024
2015-06-12T15:45	81.7074	12.0312	345	162.15	186.7968	857.397312
2015-06-12T15:55	81.706	12.02	340	159.8	184.0896	844.971264
2015-06-12T16:05	81.7046	12.0088	519	243.93	281.00736	1289.823782
2015-06-12T16:15	81.7033	11.9976	423	198.81	229.02912	1051.243661
2015-06-12T16:25	81.7019	11.9865	361	169.67	195.45984	897.1606656
2015-06-12T16:35	81.7006	11.9754	423	198.81	229.02912	1051.243661
2015-06-12T16:45	81.6993	11.9643	460	216.2	249.0624	1143.196416
2015-06-12T16:55	81.6979	11.9532	440	206.8	238.2336	1093.492224
2015-06-12T17:05	81.6966	11.9422	393	184.71	212.78592	976.6873728
2015-06-12T17:15	81.6953	11.9312	379	178.13	205.20576	941.8944384
2015-06-12T17:25	81.694	11.9202	317	148.99	171.63648	787.8114432
2015-06-12T17:35	81.6927	11.9093	272	127.84	147.27168	675.9770112
2015-06-12T17:45	81.6914	11.8984	216	101.52	116.95104	536.8052736
2015-06-12T17:55	81.69	11.8886	179	84.13	96.91776	444.8525184
2015-06-12T18:05	81.6881	11.8888	170	79.9	92.0448	422.485632
2015-06-12T18:15	81.6823	11.8892	176	82.72	95.29344	437.3968896
2015-06-12T18:25	81.6764	11.8842	178	83.66	96.37632	442.3673088
2015-06-12T18:35	81.6616	11.8589	155	72.85	83.9232	385.207488
2015-06-12T18:45	81.6535	11.8234	156	73.32	84.46464	387.6926976
2015-06-12T18:55	81.652	11.8209	133	62.51	72.01152	330.5328768
2015-06-12T19:05	81.6525	11.816	132	62.04	71.47008	328.0476672
2015-06-12T19:15	81.6564	11.8205	173	81.31	93.66912	429.9412608
2015-06-12T19:25	81.6608	11.8211	149	70.03	80.67456	370.2962304
2015-06-12T19:35	81.6639	11.8243	120	56.4	64.9728	298.225152
2015-06-12T19:45	81.6643	11.8262	129	60.63	69.84576	320.5920384
2015-06-12T19:55	81.6634	11.8181	124	58.28	67.13856	308.1659904
2015-06-12T20:05	81.6613	11.8055	115	54.05	62.2656	285.799104
2015-06-12T20:15	81.6672	11.7701	120	56.4	64.9728	298.225152
2015-06-12T20:25	81.6761	11.7128	117	54.99	63.34848	290.7695232
2015-06-12T20:35	81.6814	11.5966	106	49.82	57.39264	263.4322176
2015-06-12T20:45	81.6947	11.5923	99	46.53	53.60256	246.0357504
2015-06-12T20:55	81.7079	11.5995	114	53.58	61.72416	283.3138944
2015-06-12T21:05	81.7181	11.5663	121	56.87	65.51424	300.7103616
2015-06-12T21:15	81.7221	11.5217	127	59.69	68.76288	315.6216192
2015-06-12T21:25	81.7234	11.4912	137	64.39	74.17728	340.4737152
2015-06-12T21:35	81.7258	11.4676	117	54.99	63.34848	290.7695232
2015-06-12T21:45	81.7319	11.4207	96	45.12	51.97824	238.5801216
2015-06-12T21:55	81.7329	11.412	117	54.99	63.34848	290.7695232
2015-06-12T22:05	81.7347	11.4025	135	63.45	73.0944	335.503296
2015-06-12T22:15	81.733	11.3969	124	58.28	67.13856	308.1659904
2015-06-12T22:25	81.7397	11.3617	117	54.99	63.34848	290.7695232
2015-06-12T22:35	81.7478	11.3126	112	52.64	60.64128	278.3434752
2015-06-12T22:45	81.7577	11.3157	106	49.82	57.39264	263.4322176
2015-06-12T22:55	81.7574	11.3051	92	43.24	49.81248	228.6392832
2015-06-12T23:05	81.7581	11.3224	68	31.96	36.81792	168.9942528
2015-06-12T23:15	81.7615	11.3566	114	53.58	61.72416	283.3138944
2015-06-12T23:25	81.7663	11.3574	109	51.23	59.01696	270.8878464
2015-06-12T23:35	81.7665	11.3512	128	60.16	69.30432	318.1068288
2015-06-12T23:45	81.7695	11.3344	127	59.69	68.76288	315.6216192
2015-06-12T23:55	81.7717	11.3493	100	47	54.144	248.52096
2015-06-13T00:05	81.772	11.3461	109	51.23	59.01696	270.8878464
2015-06-13T00:15	81.7817	11.3253	112	52.64	60.64128	278.3434752
2015-06-13T00:25	81.7953	11.3174	135	63.45	73.0944	335.503296
2015-06-13T00:35	81.7994	11.3159	114	53.58	61.72416	283.3138944
2015-06-13T00:45	81.7995	11.3092	127	59.69	68.76288	315.6216192
2015-06-13T00:55	81.7994	11.2995	149	70.03	80.67456	370.2962304
2015-06-13T01:05	81.7989	11.2951	136	63.92	73.63584	337.9885056
2015-06-13T01:15	81.7939	11.288	136	63.92	73.63584	337.9885056
2015-06-13T01:25	81.7943	11.28	179	84.13	96.91776	444.8525184
2015-06-13T01:35	81.8016	11.2864	255	119.85	138.0672	633.728448
2015-06-13T01:45	81.8144	11.2963	218	102.46	118.03392	541.7756928
2015-06-13T01:55	81.8223	11.2628	195	91.65	105.5808	484.615872
2015-06-13T02:05	81.8242	11.2634	171	80.37	92.58624	424.9708416
2015-06-13T02:15	81.8237	11.2572	178	83.66	96.37632	442.3673088
